6,7,-1
9,10,-1
12,13,-1
11,12,-1
9,11,-1
9,14,-1
8,9,-1
15,10,-1
15,13,-1
8,15,-1
6,8,-1
6,16,-1
5,6,-1
4,5,-1
18,19,-1
17,18,-1
4,17,-1
3,4,-1
2,3,-1
2,20,-1
22,23,-1
22,17,-1
22,24,-1
22,25,-1
22,20,-1
21,22,-1
2,21,-1
1,2,-1
