6,7,-1
9,10,-1
8,9,-1
6,8,-1
6,11,-1
5,6,-1
12,7,-1
12,10,-1
5,12,-1
4,5,-1
14,15,-1
13,14,-1
4,13,-1
3,4,-1
2,3,-1
2,16,-1
18,19,-1
18,13,-1
18,20,-1
18,21,-1
18,16,-1
17,18,-1
2,17,-1
1,2,-1
