@relation manet
@attribute path string
@attribute attackNodeIP string
@attribute description string
@attribute fromHop numeric
@attribute toHop numeric
@attribute type {TCP,UDP}
@attribute distance numeric
@attribute passthrough {true, false}
@attribute beforeDelay numeric
@attribute beforeMissed numeric
@attribute beforeOOO numeric
@attribute beforeNumPackets numeric
@attribute duringDelay numeric
@attribute duringMissed numeric
@attribute duringOOO numeric
@attribute duringNumPackets numeric
@attribute afterDelay numeric
@attribute afterMissed numeric
@attribute afterOOO numeric
@attribute afterNumPackets numeric
@attribute srcSpoofed {true, false}
@attribute destSpoofed {true, false}
@attribute hopsToSpoofed numeric
@attribute duringLinkLost {true, false}
@attribute afterLinkLost {true, false}
@attribute attackName string
@attribute hopsFromSpoofedToDest numeric
@attribute attackerCloserToDestThanSpoofed {true, false}
@attribute spoofedBetweenAttacker {true, false}
@attribute isDstBetweenSpoofedAndAttacker {true, false}
@attribute spoofedBetweenAttackergw {true, false}
@attribute isDstBetweenSpoofedAndAttackergw {true, false}
@attribute isAttackerBetweenSpoofedAndDst {true, false}
@attribute isAttackerBetweenSpoofedAndDstgw {true, false}
@attribute isSrcBetweenSpoofedAndDst {true, false}
@attribute isSrcBetweenSpoofedAndDstgw {true, false}
@attribute altPathWithoutAttacker {true, false}
@data
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,18.0.0.2_19.0.0.2,40,30,UDP,31,false,11.0587521,0.0,0.0,21.6666666667,-39.9446258,0.0,0.0,-78.3333333333,11.0587521,0.0,0.0,21.6666666667,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,12.0.0.2_14.0.0.2,100,80,UDP,41,false,11.0535535,0.0,0.0,21.6666666667,-39.9710799,0.0,0.0,-78.3333333333,11.0535535,0.0,0.0,21.6666666667,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,12.0.0.2_13.0.0.2,100,90,UDP,31,false,11.0546348333,0.0,0.0,21.6666666667,-39.97325355,0.0,0.0,-78.3333333333,11.0546348333,0.0,0.0,21.6666666667,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,15.0.0.2_16.0.0.2,70,60,UDP,31,false,11.0535202,0.0,0.0,21.6666666667,-39.9486775667,0.0,0.0,-78.3333333333,11.0535202,0.0,0.0,21.6666666667,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,16.0.0.2_15.0.0.2,60,70,TCP,31,false,4.25181903333,0.0,0.0,8.33333333333,-46.80912685,0.0,0.0,-91.6666666667,4.25181903333,0.0,0.0,8.33333333333,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,13.0.0.2_14.0.0.2,90,80,UDP,31,false,10.8732297667,0.0,0.0,21.6666666667,-39.2958165333,0.0,0.0,-78.3333333333,10.8732297667,0.0,0.0,21.6666666667,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,13.0.0.2_12.0.0.2,90,100,TCP,31,false,26.1680501333,0.0,0.0333333333333,49.9333333333,-24.6848517167,0.0,0.0333333333333,-50.0666666667,26.1680501333,0.0,0.0333333333333,49.9333333333,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,11.0.0.2_13.0.0.2,110,90,UDP,41,false,10.9087616,0.0,0.0,21.6666666667,-39.4507698167,0.0,0.0,-78.3333333333,10.9087616,0.0,0.0,21.6666666667,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,16.0.0.2_17.0.0.2,60,50,UDP,31,false,11.0545586,0.0,0.0,21.6666666667,-40.0102558833,0.0,0.0,-78.3333333333,11.0545586,0.0,0.0,21.6666666667,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
/root/wired/OSPFv2/blackholeAttack255.255.255.0/10_60_60_blackholeAttack_sh_chain_OSPFv2_wired_255.255.255.0,20.0.0.2,19.0.0.2_18.0.0.2,30,40,TCP,31,false,15.7036595,0.0,0.0333333333333,49.8,-34.9458615,0.0,0.0333333333333,-50.2,15.7036595,0.0,0.0333333333333,49.8,false,false,0,false,true,blackHole,-1,false,false,false,false,false,false,false,false,false,true
